description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
adds stat #14	1			100	15	375	67		2	tal	ear						usetype,tmp			100	hit-skill		245	12	15	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #15	1			100	15	375	64		2	tal	ear						usetype,tmp			100	gethit-skill		240	12	12	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #16	1			100	15	375	61		2	tal	ear						usetype,tmp			100	hit-skill		245	12	12	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #17	1			100	15	375	58		2	tal	ear						usetype,tmp			100	gethit-skill		240	12	10	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #18	1			100	15	375	55		2	tal	ear						usetype,tmp			100	hit-skill		245	12	10	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #19	1			100	15	375	52		2	tal	ear						usetype,tmp			100	gethit-skill		240	10	12	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #20	1			100	15	375	49		2	tal	ear						usetype,tmp			100	hit-skill		245	10	12	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #21	1			100	15	375	46		2	tal	ear						usetype,tmp			100	gethit-skill		240	10	10	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #22	1			100	15	375	43		2	tal	ear						usetype,tmp			100	hit-skill		245	10	10	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #23	1			100	15	375	40		2	tal	ear						usetype,tmp			100	gethit-skill		240	10	8	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #24	1			100	15	375	37		2	tal	ear						usetype,tmp			100	hit-skill		245	10	8	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #25	1			100	15	375	34		2	tal	ear						usetype,tmp			100	gethit-skill		240	8	10	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #26	1			100	15	375	31		2	tal	ear						usetype,tmp			100	hit-skill		245	8	10	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #27	1			100	15	375	28		2	tal	ear						usetype,tmp			100	gethit-skill		240	8	8	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #28	1			100	15	375	25		2	tal	ear						usetype,tmp			100	hit-skill		245	8	8	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #29	1			100	15	375	22		2	tal	ear						usetype,tmp			100	gethit-skill		240	8	5	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #30	1			100	15	375	19		2	tal	ear						usetype,tmp			100	hit-skill		245	8	5	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #31	1			100	15	375	16		2	tal	ear						usetype,tmp			100	gethit-skill		240	5	8	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #32	1			100	15	375	13		2	tal	ear						usetype,tmp			100	hit-skill		245	5	8	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #33	1			100	15	375	10		2	tal	ear						usetype,tmp			100	gethit-skill		240	5	5	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #34	1			100	15	375	7		2	tal	ear						usetype,tmp			100	hit-skill		245	5	5	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #35	1			100	15	375	4		2	tal	ear						usetype,tmp			100	gethit-skill		240	5	3	pierce-phys			3	5	levelreq			35	35																																																																					0
adds stat #36	1			100	15	375	1		2	tal	ear						usetype,tmp			100	hit-skill		245	5	3	pierce-phys			3	5	levelreq			35	35																																																																					0
Crafted Jewel	1			100	18	376			2	flg	ear						useitem			100	random_roll			1	100	randomed			1	1																ear																																																										0
adds stat #1	1			100	15	375	100		2	flg	ear						usetype,tmp			100	gethit-skill		59	20	20	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #2	1			100	15	375	99		2	flg	ear						usetype,tmp			100	hit-skill		55	20	20	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #3	1			100	15	375	98		2	flg	ear						usetype,tmp			100	gethit-skill		59	20	17	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #4	1			100	15	375	97		2	flg	ear						usetype,tmp			100	hit-skill		55	20	17	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #5	1			100	15	375	94		2	flg	ear						usetype,tmp			100	gethit-skill		59	20	15	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #6	1			100	15	375	91		2	flg	ear						usetype,tmp			100	hit-skill		55	20	15	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #7	1			100	15	375	88		2	flg	ear						usetype,tmp			100	gethit-skill		59	15	17	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #8	1			100	15	375	85		2	flg	ear						usetype,tmp			100	hit-skill		55	15	17	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #9	1			100	15	375	82		2	flg	ear						usetype,tmp			100	gethit-skill		59	15	15	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #10	1			100	15	375	79		2	flg	ear						usetype,tmp			100	hit-skill		55	15	15	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #11	1			100	15	375	76		2	flg	ear						usetype,tmp			100	gethit-skill		59	15	13	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #12	1			100	15	375	73		2	flg	ear						usetype,tmp			100	hit-skill		55	15	13	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #13	1			100	15	375	70		2	flg	ear						usetype,tmp			100	gethit-skill		59	12	15	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #14	1			100	15	375	67		2	flg	ear						usetype,tmp			100	hit-skill		55	12	15	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #15	1			100	15	375	64		2	flg	ear						usetype,tmp			100	gethit-skill		59	12	12	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #16	1			100	15	375	61		2	flg	ear						usetype,tmp			100	hit-skill		55	12	12	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #17	1			100	15	375	58		2	flg	ear						usetype,tmp			100	gethit-skill		59	12	10	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #18	1			100	15	375	55		2	flg	ear						usetype,tmp			100	hit-skill		55	12	10	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #19	1			100	15	375	52		2	flg	ear						usetype,tmp			100	gethit-skill		59	10	12	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #20	1			100	15	375	49		2	flg	ear						usetype,tmp			100	hit-skill		55	10	12	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #21	1			100	15	375	46		2	flg	ear						usetype,tmp			100	gethit-skill		59	10	10	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #22	1			100	15	375	43		2	flg	ear						usetype,tmp			100	hit-skill		55	10	10	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #23	1			100	15	375	40		2	flg	ear						usetype,tmp			100	gethit-skill		59	10	8	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #24	1			100	15	375	37		2	flg	ear						usetype,tmp			100	hit-skill		55	10	8	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #25	1			100	15	375	34		2	flg	ear						usetype,tmp			100	gethit-skill		59	8	10	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #26	1			100	15	375	31		2	flg	ear						usetype,tmp			100	hit-skill		55	8	10	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #27	1			100	15	375	28		2	flg	ear						usetype,tmp			100	gethit-skill		59	8	8	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #28	1			100	15	375	25		2	flg	ear						usetype,tmp			100	hit-skill		55	8	8	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #29	1			100	15	375	22		2	flg	ear						usetype,tmp			100	gethit-skill		59	8	5	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #30	1			100	15	375	19		2	flg	ear						usetype,tmp			100	hit-skill		55	8	5	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #31	1			100	15	375	16		2	flg	ear						usetype,tmp			100	gethit-skill		59	5	8	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #32	1			100	15	375	13		2	flg	ear						usetype,tmp			100	hit-skill		55	5	8	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #33	1			100	15	375	10		2	flg	ear						usetype,tmp			100	gethit-skill		59	5	5	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #34	1			100	15	375	7		2	flg	ear						usetype,tmp			100	hit-skill		55	5	5	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #35	1			100	15	375	4		2	flg	ear						usetype,tmp			100	gethit-skill		59	5	3	pierce-cold			3	5	levelreq			35	35																																																																					0
adds stat #36	1			100	15	375	1		2	flg	ear						usetype,tmp			100	hit-skill		55	5	3	pierce-cold			3	5	levelreq			35	35																																																																					0
Crafted Jewel	1			100	18	376			2	fng	ear						useitem			100	random_roll			1	100	randomed			1	1																ear																																																										0
adds stat #1	1			100	15	375	100		2	fng	ear						usetype,tmp			100	gethit-skill		56	20	20	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #2	1			100	15	375	99		2	fng	ear						usetype,tmp			100	hit-skill		229	20	20	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #3	1			100	15	375	98		2	fng	ear						usetype,tmp			100	gethit-skill		56	20	17	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #4	1			100	15	375	97		2	fng	ear						usetype,tmp			100	hit-skill		229	20	17	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #5	1			100	15	375	94		2	fng	ear						usetype,tmp			100	gethit-skill		56	20	15	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #6	1			100	15	375	91		2	fng	ear						usetype,tmp			100	hit-skill		229	20	15	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #7	1			100	15	375	88		2	fng	ear						usetype,tmp			100	gethit-skill		56	15	17	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #8	1			100	15	375	85		2	fng	ear						usetype,tmp			100	hit-skill		229	15	17	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #9	1			100	15	375	82		2	fng	ear						usetype,tmp			100	gethit-skill		56	15	15	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #10	1			100	15	375	79		2	fng	ear						usetype,tmp			100	hit-skill		229	15	15	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #11	1			100	15	375	76		2	fng	ear						usetype,tmp			100	gethit-skill		56	15	13	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #12	1			100	15	375	73		2	fng	ear						usetype,tmp			100	hit-skill		229	15	13	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #13	1			100	15	375	70		2	fng	ear						usetype,tmp			100	gethit-skill		56	12	15	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #14	1			100	15	375	67		2	fng	ear						usetype,tmp			100	hit-skill		229	12	15	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #15	1			100	15	375	64		2	fng	ear						usetype,tmp			100	gethit-skill		56	12	12	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #16	1			100	15	375	61		2	fng	ear						usetype,tmp			100	hit-skill		229	12	12	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #17	1			100	15	375	58		2	fng	ear						usetype,tmp			100	gethit-skill		56	12	10	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #18	1			100	15	375	55		2	fng	ear						usetype,tmp			100	hit-skill		229	12	10	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #19	1			100	15	375	52		2	fng	ear						usetype,tmp			100	gethit-skill		56	10	12	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #20	1			100	15	375	49		2	fng	ear						usetype,tmp			100	hit-skill		229	10	12	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #21	1			100	15	375	46		2	fng	ear						usetype,tmp			100	gethit-skill		56	10	10	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #22	1			100	15	375	43		2	fng	ear						usetype,tmp			100	hit-skill		229	10	10	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #23	1			100	15	375	40		2	fng	ear						usetype,tmp			100	gethit-skill		56	10	8	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #24	1			100	15	375	37		2	fng	ear						usetype,tmp			100	hit-skill		229	10	8	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #25	1			100	15	375	34		2	fng	ear						usetype,tmp			100	gethit-skill		56	8	10	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #26	1			100	15	375	31		2	fng	ear						usetype,tmp			100	hit-skill		229	8	10	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #27	1			100	15	375	28		2	fng	ear						usetype,tmp			100	gethit-skill		56	8	8	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #28	1			100	15	375	25		2	fng	ear						usetype,tmp			100	hit-skill		229	8	8	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #29	1			100	15	375	22		2	fng	ear						usetype,tmp			100	gethit-skill		56	8	5	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #30	1			100	15	375	19		2	fng	ear						usetype,tmp			100	hit-skill		229	8	5	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #31	1			100	15	375	16		2	fng	ear						usetype,tmp			100	gethit-skill		56	5	8	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #32	1			100	15	375	13		2	fng	ear						usetype,tmp			100	hit-skill		229	5	8	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #33	1			100	15	375	10		2	fng	ear						usetype,tmp			100	gethit-skill		56	5	5	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #34	1			100	15	375	7		2	fng	ear						usetype,tmp			100	hit-skill		229	5	5	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #35	1			100	15	375	4		2	fng	ear						usetype,tmp			100	gethit-skill		56	5	3	pierce-fire			3	5	levelreq			35	35																																																																					0
adds stat #36	1			100	15	375	1		2	fng	ear						usetype,tmp			100	hit-skill		229	5	3	pierce-fire			3	5	levelreq			35	35																																																																					0
Crafted Jewel	1			100	18	376			2	qll	ear						useitem			100	random_roll			1	100	randomed			1	1																ear																																																										0
adds stat #1	1			100	15	375	100		2	qll	ear						usetype,tmp			100	gethit-skill		48	20	20	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #2	1			100	15	375	99		2	qll	ear						usetype,tmp			100	hit-skill		53	20	20	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #3	1			100	15	375	98		2	qll	ear						usetype,tmp			100	gethit-skill		48	20	17	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #4	1			100	15	375	97		2	qll	ear						usetype,tmp			100	hit-skill		53	20	17	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #5	1			100	15	375	94		2	qll	ear						usetype,tmp			100	gethit-skill		48	20	15	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #6	1			100	15	375	91		2	qll	ear						usetype,tmp			100	hit-skill		53	20	15	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #7	1			100	15	375	88		2	qll	ear						usetype,tmp			100	gethit-skill		48	15	17	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #8	1			100	15	375	85		2	qll	ear						usetype,tmp			100	hit-skill		53	15	17	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #9	1			100	15	375	82		2	qll	ear						usetype,tmp			100	gethit-skill		48	15	15	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #10	1			100	15	375	79		2	qll	ear						usetype,tmp			100	hit-skill		53	15	15	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #11	1			100	15	375	76		2	qll	ear						usetype,tmp			100	gethit-skill		48	15	13	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #12	1			100	15	375	73		2	qll	ear						usetype,tmp			100	hit-skill		53	15	13	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #13	1			100	15	375	70		2	qll	ear						usetype,tmp			100	gethit-skill		48	12	15	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #14	1			100	15	375	67		2	qll	ear						usetype,tmp			100	hit-skill		53	12	15	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #15	1			100	15	375	64		2	qll	ear						usetype,tmp			100	gethit-skill		48	12	12	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #16	1			100	15	375	61		2	qll	ear						usetype,tmp			100	hit-skill		53	12	12	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #17	1			100	15	375	58		2	qll	ear						usetype,tmp			100	gethit-skill		48	12	10	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #18	1			100	15	375	55		2	qll	ear						usetype,tmp			100	hit-skill		53	12	10	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #19	1			100	15	375	52		2	qll	ear						usetype,tmp			100	gethit-skill		48	10	12	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #20	1			100	15	375	49		2	qll	ear						usetype,tmp			100	hit-skill		53	10	12	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #21	1			100	15	375	46		2	qll	ear						usetype,tmp			100	gethit-skill		48	10	10	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #22	1			100	15	375	43		2	qll	ear						usetype,tmp			100	hit-skill		53	10	10	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #23	1			100	15	375	40		2	qll	ear						usetype,tmp			100	gethit-skill		48	10	8	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #24	1			100	15	375	37		2	qll	ear						usetype,tmp			100	hit-skill		53	10	8	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #25	1			100	15	375	34		2	qll	ear						usetype,tmp			100	gethit-skill		48	8	10	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #26	1			100	15	375	31		2	qll	ear						usetype,tmp			100	hit-skill		53	8	10	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #27	1			100	15	375	28		2	qll	ear						usetype,tmp			100	gethit-skill		48	8	8	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #28	1			100	15	375	25		2	qll	ear						usetype,tmp			100	hit-skill		53	8	8	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #29	1			100	15	375	22		2	qll	ear						usetype,tmp			100	gethit-skill		48	8	5	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #30	1			100	15	375	19		2	qll	ear						usetype,tmp			100	hit-skill		53	8	5	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #31	1			100	15	375	16		2	qll	ear						usetype,tmp			100	gethit-skill		48	5	8	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #32	1			100	15	375	13		2	qll	ear						usetype,tmp			100	hit-skill		53	5	8	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #33	1			100	15	375	10		2	qll	ear						usetype,tmp			100	gethit-skill		48	5	5	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #34	1			100	15	375	7		2	qll	ear						usetype,tmp			100	hit-skill		53	5	5	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #35	1			100	15	375	4		2	qll	ear						usetype,tmp			100	gethit-skill		48	5	3	pierce-ltng			3	5	levelreq			35	35																																																																					0
adds stat #36	1			100	15	375	1		2	qll	ear						usetype,tmp			100	hit-skill		53	5	3	pierce-ltng			3	5	levelreq			35	35																																																																					0
Crafted Jewel	1			100	18	376			2	sol	ear						useitem			100	random_roll			1	100	randomed			1	1																ear																																																										0
adds stat #1	1			100	15	375	100		2	sol	ear						usetype,tmp			100	gethit-skill		92	20	20	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #2	1			100	15	375	99		2	sol	ear						usetype,tmp			100	hit-skill		278	20	20	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #3	1			100	15	375	98		2	sol	ear						usetype,tmp			100	gethit-skill		92	20	17	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #4	1			100	15	375	97		2	sol	ear						usetype,tmp			100	hit-skill		278	20	17	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #5	1			100	15	375	94		2	sol	ear						usetype,tmp			100	gethit-skill		92	20	15	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #6	1			100	15	375	91		2	sol	ear						usetype,tmp			100	hit-skill		278	20	15	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #7	1			100	15	375	88		2	sol	ear						usetype,tmp			100	gethit-skill		92	15	17	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #8	1			100	15	375	85		2	sol	ear						usetype,tmp			100	hit-skill		278	15	17	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #9	1			100	15	375	82		2	sol	ear						usetype,tmp			100	gethit-skill		92	15	15	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #10	1			100	15	375	79		2	sol	ear						usetype,tmp			100	hit-skill		278	15	15	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #11	1			100	15	375	76		2	sol	ear						usetype,tmp			100	gethit-skill		92	15	13	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #12	1			100	15	375	73		2	sol	ear						usetype,tmp			100	hit-skill		278	15	13	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #13	1			100	15	375	70		2	sol	ear						usetype,tmp			100	gethit-skill		92	12	15	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #14	1			100	15	375	67		2	sol	ear						usetype,tmp			100	hit-skill		278	12	15	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #15	1			100	15	375	64		2	sol	ear						usetype,tmp			100	gethit-skill		92	12	12	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #16	1			100	15	375	61		2	sol	ear						usetype,tmp			100	hit-skill		278	12	12	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #17	1			100	15	375	58		2	sol	ear						usetype,tmp			100	gethit-skill		92	12	10	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #18	1			100	15	375	55		2	sol	ear						usetype,tmp			100	hit-skill		278	12	10	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #19	1			100	15	375	52		2	sol	ear						usetype,tmp			100	gethit-skill		92	10	12	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #20	1			100	15	375	49		2	sol	ear						usetype,tmp			100	hit-skill		278	10	12	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #21	1			100	15	375	46		2	sol	ear						usetype,tmp			100	gethit-skill		92	10	10	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #22	1			100	15	375	43		2	sol	ear						usetype,tmp			100	hit-skill		278	10	10	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #23	1			100	15	375	40		2	sol	ear						usetype,tmp			100	gethit-skill		92	10	8	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #24	1			100	15	375	37		2	sol	ear						usetype,tmp			100	hit-skill		278	10	8	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #25	1			100	15	375	34		2	sol	ear						usetype,tmp			100	gethit-skill		92	8	10	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #26	1			100	15	375	31		2	sol	ear						usetype,tmp			100	hit-skill		278	8	10	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #27	1			100	15	375	28		2	sol	ear						usetype,tmp			100	gethit-skill		92	8	8	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #28	1			100	15	375	25		2	sol	ear						usetype,tmp			100	hit-skill		278	8	8	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #29	1			100	15	375	22		2	sol	ear						usetype,tmp			100	gethit-skill		92	8	5	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #30	1			100	15	375	19		2	sol	ear						usetype,tmp			100	hit-skill		278	8	5	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #31	1			100	15	375	16		2	sol	ear						usetype,tmp			100	gethit-skill		92	5	8	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #32	1			100	15	375	13		2	sol	ear						usetype,tmp			100	hit-skill		278	5	8	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #33	1			100	15	375	10		2	sol	ear						usetype,tmp			100	gethit-skill		92	5	5	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #34	1			100	15	375	7		2	sol	ear						usetype,tmp			100	hit-skill		278	5	5	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #35	1			100	15	375	4		2	sol	ear						usetype,tmp			100	gethit-skill		92	5	3	pierce-pois			3	5	levelreq			35	35																																																																					0
adds stat #36	1			100	15	375	1		2	sol	ear						usetype,tmp			100	hit-skill		278	5	3	pierce-pois			3	5	levelreq			35	35																																																																					0
Crafted Jewel	1			100	18	376			2	scz	ear						useitem			100	random_roll			1	100	randomed			1	1																ear																																																										0
adds stat #1	1			100	15	375	100		2	scz	ear						usetype,tmp			100	gethit-skill		93	20	20	pierce-mag			3	5	levelreq			35	35																																																																					0
adds stat #2	1			100	15	375	99		2	scz	ear						usetype,tmp			100	hit-skill		84	20	20	pierce-mag			3	5	levelreq			35	35																																																																					0
adds stat #3	1			100	15	375	98		2	scz	ear						usetype,tmp			100	gethit-skill		93	20	17	pierce-mag			3	5	levelreq			35	35																																																																					0
adds stat #4	1			100	15	375	97		2	scz	ear						usetype,tmp			100	hit-skill		84	20	17	pierce-mag			3	5	levelreq			35	35																																																																					0
adds stat #5	1			100	15	375	94		2	scz	ear						usetype,tmp			100	gethit-skill		93	20	15	pierce-mag			3	5	levelreq			35	35																																																																					0
adds stat #6	1			100	15	375	91		2	scz	ear						usetype,tmp			100	hit-skill		84	20	15	pierce-mag			3	5	levelreq			35	35																																																																					0
adds stat #7	1			100	15	375	88		2	scz	ear						usetype,tmp			100	gethit-skill		93	15	17	pierce-mag			3	5	levelreq			35	35																																																																					0
adds stat #8	1			100	15	375	85		2	scz	ear						usetype,tmp			100	hit-skill		84	15	17	pierce-mag			3	5	levelreq			35	35																																																																					0
adds stat #9	1			100	15	375	82		2	scz	ear						usetype,tmp			100	gethit-skill		93	15	15	pierce-mag			3	5	levelreq			35	35																																																																					0
adds stat #10	1			100	15	375	79		2	scz	ear						usetype,tmp			100	hit-skill		84	15	15	pierce-mag			3	5	levelreq			35	35																																																																					0
